case,event_month_id,event_peak_timestamp,timestamp,relative_hour,demand_kw,grid_import_kw,soc_before_kwh,soc_after_kwh,p_ch_kw,p_dis_kw,D_guard_kw,z_shield_max_kw,risk0
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 05:00:00,-6,2888.9704399999996,2871.74,5338.0440000000035,6773.247,1510.74,0.0,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 06:00:00,-5,633.1935019999995,629.4169999999995,6773.247,5981.0543684210525,0.0,752.5830000000005,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 07:00:00,-4,747.1039997777777,742.6481111111111,5981.0543684210525,5188.8617368421055,0.0,752.5830000000001,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 08:00:00,-3,896.282622,890.9369999999999,5188.8617368421055,4396.669105263158,0.0,752.5830000000001,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 09:00:00,-2,1030.505677828099,1024.3595207038757,4396.669105263158,3635.891992553787,0.0,722.7382570739021,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 10:00:00,-1,1175.430010383123,1168.4194934225875,3635.891992553787,2923.447014869961,0.0,676.8227287996348,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 11:00:00,0,3281.445580143894,3261.8743341390596,2923.447014869961,4122.32685452429,1261.978778583504,0.0,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 12:00:00,1,3233.9575652357466,3214.669547948058,4122.32685452429,5315.229813963834,1255.687325725836,0.0,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 13:00:00,2,3157.2895445128956,3138.4587917623217,5315.229813963834,6389.319777249151,1130.6210139845439,0.0,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 14:00:00,3,1360.3101819999997,1352.1969999999997,6389.319777249151,5597.127145670203,0.0,752.5830000000005,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 15:00:00,4,2190.4979333333335,2177.4333333333334,5597.127145670203,5597.127145670203,0.0,0.0,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 16:00:00,5,1449.4020166203559,1440.7574717896182,5597.127145670203,4804.934514091256,0.0,752.5830000000001,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,1,2025-01-03 11:00:00,2025-01-03 17:00:00,6,2104.552,2092.0,4804.934514091256,4804.934514091256,0.0,0.0,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 07:00:00,-6,848.7390619999994,843.6769999999995,5981.0543684210525,5188.861736842105,0.0,752.5830000000005,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 08:00:00,-5,1070.5240575555554,1064.139222222222,5188.861736842105,4396.669105263158,0.0,752.5830000000001,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 09:00:00,-4,1252.0399908888887,1244.5725555555555,4396.669105263158,3604.4764736842103,0.0,752.5830000000001,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 10:00:00,-3,1537.3314483555514,1528.1624735144646,3604.4764736842103,3202.3363873251674,0.0,382.033082041091,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 11:00:00,-2,3122.4542900652755,3103.831302251765,3202.3363873251674,4216.617791131011,1067.6646355850983,0.0,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 12:00:00,-1,3559.954832108677,3538.722497125921,4216.617791131011,5370.813163400635,1214.942497125921,0.0,3306.45,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 13:00:00,0,3841.393897912345,3818.482999912868,5370.813163400635,6535.972013317859,1226.4829999128676,0.0,3559.954832108677,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 14:00:00,1,1883.6515019999995,1872.4169999999995,6535.972013317859,5743.779381738911,0.0,752.5830000000005,3841.393897912345,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 15:00:00,2,1851.4595019999995,1840.4169999999995,5743.779381738911,4951.586750159963,0.0,752.5830000000005,3841.393897912345,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 16:00:00,3,1784.173750888889,1773.5325555555555,4951.586750159963,4159.394118581016,0.0,752.5830000000001,3841.393897912345,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 17:00:00,4,2541.156,2526.0,4159.394118581016,4159.394118581016,0.0,0.0,3841.393897912345,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 18:00:00,5,1602.977502,1593.417,4159.394118581016,3367.201487002069,0.0,752.5830000000001,3841.393897912345,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,2,2025-02-19 13:00:00,2025-02-19 19:00:00,6,2322.854,2309.0,3367.201487002069,3367.201487002069,0.0,0.0,3841.393897912345,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 07:00:00,-6,873.0574353333333,867.8503333333333,5981.0543684210525,5188.8617368421055,0.0,752.5830000000001,3753.05583521352,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 08:00:00,-5,1151.1203064444444,1144.2547777777777,5188.8617368421055,4396.669105263158,0.0,752.5830000000001,3753.05583521352,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 09:00:00,-4,1301.5955508888887,1293.8325555555555,4396.669105263158,3604.4764736842103,0.0,752.5830000000001,3753.05583521352,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 10:00:00,-3,873.7569462555565,868.5456722222232,3604.4764736842103,2467.638000000001,0.0,1079.9965499999992,3753.05583521352,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 11:00:00,-2,3812.7221155555544,3789.982222222221,2467.638000000001,3902.8409999999994,1510.7399999999989,0.0,3753.05583521352,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 12:00:00,-1,3809.2793599999995,3786.5599999999995,3902.8409999999994,5338.044,1510.74,0.0,3812.7221155555544,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 13:00:00,0,3918.7534672293727,3895.3811801484817,5338.044,6709.190676696613,1443.3122912595927,0.0,3812.7221155555544,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 14:00:00,1,1758.8024308888882,1748.3125555555548,6709.190676696613,5916.998045117665,0.0,752.5830000000005,3918.7534672293727,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 15:00:00,2,1990.6787649366029,1978.8059293604401,5916.998045117665,5505.738789473684,0.0,390.69629286178224,3918.7534672293727,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 16:00:00,3,1480.5413030165028,1471.7110367957284,5505.738789473684,4713.546157894736,0.0,752.5830000000001,3918.7534672293727,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 17:00:00,4,2546.7166014692084,2531.5274368481196,4713.546157894736,4713.546157894736,0.0,0.0,3918.7534672293727,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 18:00:00,5,1690.499502,1680.417,4713.546157894736,3921.3535263157887,0.0,752.5830000000001,3918.7534672293727,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,3,2025-03-18 13:00:00,2025-03-18 19:00:00,6,2421.442,2407.0,3921.3535263157887,3921.3535263157887,0.0,0.0,3918.7534672293727,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 07:00:00,-6,925.8456086666664,920.3236666666664,5981.054368421052,5188.861736842104,0.0,752.5830000000001,4316.500088888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 08:00:00,-5,936.4510842222223,930.865888888889,5188.861736842104,4396.669105263156,0.0,752.5830000000001,4316.500088888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 09:00:00,-4,1321.0337064444445,1313.1547777777778,4396.669105263156,3604.4764736842085,0.0,752.5830000000001,4316.500088888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 10:00:00,-3,762.3212084777805,757.7745611111138,3604.4764736842085,2467.638000000001,0.0,1079.9965499999973,4316.500088888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 11:00:00,-2,4086.660386666666,4062.286666666666,2467.638000000001,3902.841000000001,1510.74,0.0,4316.500088888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 12:00:00,-1,4226.2037644444445,4200.997777777778,3902.841000000001,5338.044000000001,1510.74,0.0,4316.500088888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 13:00:00,0,4383.602043750804,4357.457299951097,5338.044000000001,6739.49410162021,1475.2106332844305,0.0,4316.500088888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 14:00:00,1,3308.3025377777776,3288.571111111111,6739.49410162021,6739.49410162021,0.0,0.0,4383.602043750804,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 15:00:00,2,2760.0049286666667,2743.543666666667,6739.49410162021,5947.301470041263,0.0,752.5829999999996,4383.602043750804,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 16:00:00,3,3009.3885372926757,2991.4398979052444,5947.301470041263,5505.738789473684,0.0,419.4845465392,4383.602043750804,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 17:00:00,4,3328.9903885914478,3309.135575140604,5505.738789473684,5505.738789473684,0.0,0.0,4383.602043750804,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 18:00:00,5,2418.843502,2404.4170000000004,5505.738789473684,4713.546157894737,0.0,752.5829999999996,4383.602043750804,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,4,2025-04-18 13:00:00,2025-04-18 19:00:00,6,2169.355502,2156.417,4713.546157894737,3921.3535263157896,0.0,752.583,4383.602043750804,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 07:00:00,-6,816.0574753333331,811.190333333333,5981.054368421052,5188.861736842104,0.0,752.5830000000001,4750.759231019386,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 08:00:00,-5,933.3861375555553,927.8192222222219,5188.861736842104,4396.669105263156,0.0,752.5830000000001,4750.759231019386,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 09:00:00,-4,1184.2400619999999,1177.177,4396.669105263156,3604.4764736842085,0.0,752.5830000000001,4750.759231019386,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 10:00:00,-3,862.4964529222252,857.3523388888918,3604.4764736842085,2467.6380000000013,0.0,1079.996549999997,4750.759231019386,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 11:00:00,-2,3342.55572,3322.62,2467.6380000000013,3902.8410000000013,1510.74,0.0,4750.759231019386,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 12:00:00,-1,4844.824462222221,4815.928888888888,3902.8410000000013,5338.044,1510.739999999999,0.0,4750.759231019386,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 13:00:00,0,4868.049648888889,4839.015555555556,5338.044,6773.246999999999,1510.74,0.0,4844.824462222221,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 14:00:00,1,3076.3248620000004,3057.9770000000003,6773.246999999999,5981.0543684210525,0.0,752.5829999999996,4868.049648888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 15:00:00,2,3085.4548708888883,3067.052555555555,5981.0543684210525,5188.861736842105,0.0,752.5830000000005,4868.049648888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 16:00:00,3,2878.0735597777775,2860.908111111111,5188.861736842105,4396.669105263158,0.0,752.5830000000001,4868.049648888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 17:00:00,4,3506.7897135905423,3485.8744667898036,4396.669105263158,4396.669105263158,0.0,0.0,4868.049648888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 18:00:00,5,3416.376,3396.0,4396.669105263158,4396.669105263158,0.0,0.0,4868.049648888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,5,2025-05-09 13:00:00,2025-05-09 19:00:00,6,2339.369502,2325.417,4396.669105263158,3604.4764736842103,0.0,752.5830000000001,4868.049648888889,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 05:00:00,-6,3339.8148566197297,3319.895483717425,3296.59412859466,4342.197838126214,1100.635483717425,0.0,3543.8772966197293,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 06:00:00,-5,3201.2903781753175,3182.1971950052857,4342.197838126214,5395.869728936791,1109.128306116397,0.0,3543.8772966197293,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 07:00:00,-4,3108.5385219908094,3089.9985308059736,5395.869728936791,6166.050222091355,810.7163085837515,0.0,3543.8772966197293,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 08:00:00,-3,3164.146290912465,3145.27464305414,6166.050222091355,6391.566688548344,237.38575416525148,0.0,3543.8772966197293,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 09:00:00,-2,3672.9997415869548,3651.0931824920026,6391.566688548344,6337.2390443878785,0.0,51.61126195244215,3543.8772966197293,0.0,True
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 10:00:00,-1,4148.727410744335,4123.983509686218,6337.2390443878785,6297.726949320739,0.0,37.536490313782856,3672.9997415869548,0.0,True
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 11:00:00,0,4219.425560000001,4194.26,6297.726949320739,6297.726949320739,0.0,0.0,4148.727410744335,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 12:00:00,1,4158.781484417598,4133.977618705366,6297.726949320739,6281.396957314691,0.0,15.513492405745916,4219.425560000001,0.0,True
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 13:00:00,2,3947.2645555555555,3923.722222222222,6281.396957314691,6281.396957314691,0.0,0.0,4219.425560000001,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 14:00:00,3,3765.381991111111,3742.9244444444444,6281.396957314691,6281.396957314691,0.0,0.0,4219.425560000001,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 15:00:00,4,4147.671486183413,4122.933882886096,6281.396957314691,6668.522479389816,407.50054955276335,0.0,4219.425560000001,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 16:00:00,5,2138.244057777778,2125.4911111111114,6668.522479389816,5078.269847810869,0.0,1510.7399999999998,4219.425560000001,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,6,2025-06-03 11:00:00,2025-06-03 17:00:00,6,2807.3629375555556,2790.619222222222,5078.269847810869,4286.077216231921,0.0,752.5830000000001,4219.425560000001,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 07:00:00,-6,3297.3527866666664,3277.6866666666665,4061.7035235467097,5496.90652354671,1510.74,0.0,3809.3794680774204,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 08:00:00,-5,3281.3995930711094,3261.828621343051,5496.90652354671,6708.287158267052,1275.13751023194,0.0,3809.3794680774204,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 09:00:00,-4,2204.747364444445,2191.597777777778,6708.287158267052,6708.287158267052,0.0,0.0,3809.3794680774204,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 10:00:00,-3,2687.3367422222223,2671.3088888888888,6708.287158267052,6708.287158267052,0.0,0.0,3809.3794680774204,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 11:00:00,-2,2582.1829155555556,2566.782222222222,6708.287158267052,6708.287158267052,0.0,0.0,3809.3794680774204,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 12:00:00,-1,3323.473017777778,3303.6511111111113,6708.287158267052,6708.287158267052,0.0,0.0,3809.3794680774204,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 13:00:00,0,4119.174306666667,4094.6066666666666,6708.287158267052,6708.287158267052,0.0,0.0,3809.3794680774204,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 14:00:00,1,4022.133311111111,3998.1444444444446,6708.287158267052,6708.287158267052,0.0,0.0,4119.174306666667,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 15:00:00,2,3848.766986789487,3825.8121141048578,6708.287158267052,6773.247,68.37878077152422,0.0,4119.174306666667,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 16:00:00,3,2436.7254649777783,2422.1923111111114,6773.247,5511.606157894737,0.0,1198.5587999999998,4119.174306666667,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 17:00:00,4,2613.5111147614707,2597.9235733215414,5511.606157894737,4719.41352631579,0.0,752.5830000000001,4119.174306666667,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 18:00:00,5,1748.68956,1738.26,4719.41352631579,3129.1608947368422,0.0,1510.74,4119.174306666667,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,7,2025-07-16 13:00:00,2025-07-16 19:00:00,6,2217.643502,2204.417,3129.1608947368422,2336.968263157895,0.0,752.5830000000001,4119.174306666667,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 08:00:00,-6,1660.0721377777777,1650.171111111111,752.5830000000001,752.5830000000001,0.0,0.0,3919.15468,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 09:00:00,-5,1501.0302444444442,1492.0777777777776,752.5830000000001,752.5830000000001,0.0,0.0,3919.15468,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 10:00:00,-4,2010.0438888888887,1998.0555555555554,752.5830000000001,752.5830000000001,0.0,0.0,3919.15468,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 11:00:00,-3,1960.702942222222,1949.0088888888886,752.5830000000001,752.5830000000001,0.0,0.0,3919.15468,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 12:00:00,-2,2263.207142222222,2249.708888888889,752.5830000000001,752.5830000000001,0.0,0.0,3919.15468,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 13:00:00,-1,2616.436097777778,2600.831111111111,752.5830000000001,752.5830000000001,0.0,0.0,3919.15468,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 14:00:00,0,4195.469675259156,4170.44699329936,752.5830000000001,2143.4846436343923,1464.10699329936,0.0,3919.15468,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 15:00:00,1,2969.094986666667,2951.3866666666668,2143.4846436343923,2143.4846436343923,0.0,0.0,4195.469675259156,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 16:00:00,2,2868.6402977777775,2851.531111111111,2143.4846436343923,2143.4846436343923,0.0,0.0,4195.469675259156,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 17:00:00,3,3227.412788272989,3208.163805440347,2143.4846436343923,2298.4207065967953,163.09059259200325,0.0,4195.469675259156,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 18:00:00,4,2921.424,2904.0,2298.4207065967953,2298.4207065967953,0.0,0.0,4195.469675259156,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 19:00:00,5,4045.469675259156,4021.3416255061193,2298.4207065967953,3499.5452508276085,1264.3416255061195,0.0,4195.469675259156,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,8,2025-08-31 14:00:00,2025-08-31 20:00:00,6,4045.469675259156,4021.3416255061193,3499.5452508276085,4732.0197950584225,1297.3416255061195,0.0,4195.469675259156,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 02:00:00,-6,2336.938,2323.0,752.5830000000001,752.5830000000001,0.0,0.0,4712.6322947135795,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 03:00:00,-5,2226.278,2213.0,752.5830000000001,752.5830000000001,0.0,0.0,4712.6322947135795,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 04:00:00,-4,2485.404538947369,2470.5810526315795,752.5830000000001,1032.4350000000004,294.5810526315794,0.0,4712.6322947135795,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 05:00:00,-3,3717.91444,3695.74,1032.4350000000004,2467.6380000000004,1510.74,0.0,4712.6322947135795,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 06:00:00,-2,3753.3278755555552,3730.942222222222,2467.6380000000004,3902.8410000000003,1510.74,0.0,4712.6322947135795,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 07:00:00,-1,4062.7511200000004,4038.5200000000004,3902.8410000000003,5338.044,1510.74,0.0,4712.6322947135795,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 08:00:00,0,4790.030995555556,4761.462222222222,5338.044,6773.246999999999,1510.74,0.0,4712.6322947135795,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 09:00:00,1,3661.8511777777776,3640.011111111111,6773.246999999999,6773.246999999999,0.0,0.0,4790.030995555556,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 10:00:00,2,3771.7958000000003,3749.3,6773.246999999999,6773.246999999999,0.0,0.0,4790.030995555556,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 11:00:00,3,3792.9620400000003,3770.34,6773.246999999999,6773.246999999999,0.0,0.0,4790.030995555556,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 12:00:00,4,3838.2611022222222,3815.3688888888887,6773.246999999999,6773.246999999999,0.0,0.0,4790.030995555556,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 13:00:00,5,3897.4116666666664,3874.1666666666665,6773.246999999999,6773.246999999999,0.0,0.0,4790.030995555556,0.0,False
CCOR_V2_DET_SHIELD_m150_PVFOCUS_BASE,9,2025-09-26 08:00:00,2025-09-26 14:00:00,6,3795.0612266666667,3772.4266666666667,6773.246999999999,6773.246999999999,0.0,0.0,4790.030995555556,0.0,False
